# file created by code in factory_simulation_2.jl
# file created on 2022-11-25 at 12:37:35
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: mean_interarrival = 60.0
# parameter: mean_machine_times = [25.0, 59.0]
# parameter: max_queue = [9223372036854775807, 4]
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,length_queue2,in_service1,in_service2
       0.000,     0,  Arrival,before,   0,   0,   0,   0,   0
       0.000,     0,  Arrival, after,   2,   0,   0,   1,   0
      25.000,     3,Finish(1),before,   1,   0,   0,   1,   0
      25.000,     3,Finish(1), after,   2,   0,   0,   0,   1
      36.008,     5,Finish(2),before,   1,   0,   0,   0,   1
      36.008,     5,Finish(2), after,   1,   0,   0,   0,   0
      40.499,     2,  Arrival,before,   0,   0,   0,   0,   0
      40.499,     2,  Arrival, after,   2,   0,   0,   1,   0
      65.499,     8,Finish(1),before,   1,   0,   0,   1,   0
      65.499,     8,Finish(1), after,   2,   0,   0,   0,   1
     106.041,     7,  Arrival,before,   1,   0,   0,   0,   1
     106.041,     7,  Arrival, after,   3,   0,   0,   1,   1
     130.155,    10,Finish(2),before,   2,   0,   0,   1,   1
     130.155,    10,Finish(2), after,   2,   0,   0,   1,   0
     131.041,    12,Finish(1),before,   1,   0,   0,   1,   0
     131.041,    12,Finish(1), after,   2,   0,   0,   0,   1
     156.715,    15,Finish(2),before,   1,   0,   0,   0,   1
     156.715,    15,Finish(2), after,   1,   0,   0,   0,   0
     299.570,    11,  Arrival,before,   0,   0,   0,   0,   0
     299.570,    11,  Arrival, after,   2,   0,   0,   1,   0
     324.570,    18,Finish(1),before,   1,   0,   0,   1,   0
     324.570,    18,Finish(1), after,   2,   0,   0,   0,   1
     394.069,    20,Finish(2),before,   1,   0,   0,   0,   1
     394.069,    20,Finish(2), after,   1,   0,   0,   0,   0
     468.813,    17,  Arrival,before,   0,   0,   0,   0,   0
     468.813,    17,  Arrival, after,   2,   0,   0,   1,   0
     470.325,    22,  Arrival,before,   1,   0,   0,   1,   0
     470.325,    22,  Arrival, after,   2,   1,   0,   1,   0
     491.645,    24,  Arrival,before,   1,   1,   0,   1,   0
     491.645,    24,  Arrival, after,   2,   2,   0,   1,   0
     493.813,    23,Finish(1),before,   1,   2,   0,   1,   0
     493.813,    23,Finish(1), after,   3,   1,   0,   1,   1
     514.248,    28,Finish(2),before,   2,   1,   0,   1,   1
     514.248,    28,Finish(2), after,   2,   1,   0,   1,   0
     514.364,    25,  Arrival,before,   1,   1,   0,   1,   0
     514.364,    25,  Arrival, after,   2,   2,   0,   1,   0
     518.813,    27,Finish(1),before,   1,   2,   0,   1,   0
     518.813,    27,Finish(1), after,   3,   1,   0,   1,   1
     540.261,    33,Finish(2),before,   2,   1,   0,   1,   1
     540.261,    33,Finish(2), after,   2,   1,   0,   1,   0
     543.813,    32,Finish(1),before,   1,   1,   0,   1,   0
     543.813,    32,Finish(1), after,   3,   0,   0,   1,   1
     544.726,    37,Finish(2),before,   2,   0,   0,   1,   1
     544.726,    37,Finish(2), after,   2,   0,   0,   1,   0
     568.813,    36,Finish(1),before,   1,   0,   0,   1,   0
     568.813,    36,Finish(1), after,   2,   0,   0,   0,   1
     624.111,    40,Finish(2),before,   1,   0,   0,   0,   1
     624.111,    40,Finish(2), after,   1,   0,   0,   0,   0
     642.682,    30,  Arrival,before,   0,   0,   0,   0,   0
     642.682,    30,  Arrival, after,   2,   0,   0,   1,   0
     667.682,    43,Finish(1),before,   1,   0,   0,   1,   0
     667.682,    43,Finish(1), after,   2,   0,   0,   0,   1
     684.219,    42,  Arrival,before,   1,   0,   0,   0,   1
     684.219,    42,  Arrival, after,   3,   0,   0,   1,   1
     704.228,    46,  Arrival,before,   2,   0,   0,   1,   1
     704.228,    46,  Arrival, after,   3,   1,   0,   1,   1
     709.219,    47,Finish(1),before,   2,   1,   0,   1,   1
     709.219,    47,Finish(1), after,   3,   0,   1,   1,   1
     723.877,    45,Finish(2),before,   2,   0,   1,   1,   1
     723.877,    45,Finish(2), after,   3,   0,   0,   1,   1
     733.245,    48,  Arrival,before,   2,   0,   0,   1,   1
     733.245,    48,  Arrival, after,   3,   1,   0,   1,   1
     734.219,    50,Finish(1),before,   2,   1,   0,   1,   1
     734.219,    50,Finish(1), after,   3,   0,   1,   1,   1
     759.219,    55,Finish(1),before,   2,   0,   1,   1,   1
     759.219,    55,Finish(1), after,   2,   0,   2,   0,   1
     761.004,    52,Finish(2),before,   1,   0,   2,   0,   1
     761.004,    52,Finish(2), after,   2,   0,   1,   0,   1
     810.645,    58,Finish(2),before,   1,   0,   1,   0,   1
     810.645,    58,Finish(2), after,   2,   0,   0,   0,   1
     815.566,    53,  Arrival,before,   1,   0,   0,   0,   1
     815.566,    53,  Arrival, after,   3,   0,   0,   1,   1
     836.523,    60,Finish(2),before,   2,   0,   0,   1,   1
     836.523,    60,Finish(2), after,   2,   0,   0,   1,   0
     840.566,    62,Finish(1),before,   1,   0,   0,   1,   0
     840.566,    62,Finish(1), after,   2,   0,   0,   0,   1
     866.347,    61,  Arrival,before,   1,   0,   0,   0,   1
     866.347,    61,  Arrival, after,   3,   0,   0,   1,   1
     871.213,    65,Finish(2),before,   2,   0,   0,   1,   1
     871.213,    65,Finish(2), after,   2,   0,   0,   1,   0
     891.347,    67,Finish(1),before,   1,   0,   0,   1,   0
     891.347,    67,Finish(1), after,   2,   0,   0,   0,   1
     902.501,    70,Finish(2),before,   1,   0,   0,   0,   1
     902.501,    70,Finish(2), after,   1,   0,   0,   0,   0
     959.691,    66,  Arrival,before,   0,   0,   0,   0,   0
     959.691,    66,  Arrival, after,   2,   0,   0,   1,   0
     984.691,    73,Finish(1),before,   1,   0,   0,   1,   0
     984.691,    73,Finish(1), after,   2,   0,   0,   0,   1
     988.805,    72,  Arrival,before,   1,   0,   0,   0,   1
     988.805,    72,  Arrival, after,   3,   0,   0,   1,   1
    1010.328,    76,  Arrival,before,   2,   0,   0,   1,   1
    1010.328,    76,  Arrival, after,   3,   1,   0,   1,   1
    1013.805,    77,Finish(1),before,   2,   1,   0,   1,   1
    1013.805,    77,Finish(1), after,   3,   0,   1,   1,   1
    1035.238,    75,Finish(2),before,   2,   0,   1,   1,   1
    1035.238,    75,Finish(2), after,   3,   0,   0,   1,   1
    1038.805,    80,Finish(1),before,   2,   0,   0,   1,   1
    1038.805,    80,Finish(1), after,   2,   0,   1,   0,   1
    1046.872,    78,  Arrival,before,   1,   0,   1,   0,   1
    1046.872,    78,  Arrival, after,   3,   0,   1,   1,   1
    1051.724,    84,  Arrival,before,   2,   0,   1,   1,   1
    1051.724,    84,  Arrival, after,   3,   1,   1,   1,   1
    1062.056,    82,Finish(2),before,   2,   1,   1,   1,   1
    1062.056,    82,Finish(2), after,   3,   1,   0,   1,   1
    1071.872,    85,Finish(1),before,   2,   1,   0,   1,   1
    1071.872,    85,Finish(1), after,   3,   0,   1,   1,   1
    1096.872,    90,Finish(1),before,   2,   0,   1,   1,   1
    1096.872,    90,Finish(1), after,   2,   0,   2,   0,   1
    1142.242,    88,Finish(2),before,   1,   0,   2,   0,   1
    1142.242,    88,Finish(2), after,   2,   0,   1,   0,   1
    1152.884,    93,Finish(2),before,   1,   0,   1,   0,   1
    1152.884,    93,Finish(2), after,   2,   0,   0,   0,   1
    1171.128,    86,  Arrival,before,   1,   0,   0,   0,   1
    1171.128,    86,  Arrival, after,   3,   0,   0,   1,   1
    1196.128,    97,Finish(1),before,   2,   0,   0,   1,   1
    1196.128,    97,Finish(1), after,   2,   0,   1,   0,   1
    1201.181,    95,Finish(2),before,   1,   0,   1,   0,   1
    1201.181,    95,Finish(2), after,   2,   0,   0,   0,   1
    1206.433,   100,Finish(2),before,   1,   0,   0,   0,   1
    1206.433,   100,Finish(2), after,   1,   0,   0,   0,   0
    1284.076,    96,  Arrival,before,   0,   0,   0,   0,   0
    1284.076,    96,  Arrival, after,   2,   0,   0,   1,   0
    1284.130,   102,  Arrival,before,   1,   0,   0,   1,   0
    1284.130,   102,  Arrival, after,   2,   1,   0,   1,   0
    1309.076,   103,Finish(1),before,   1,   1,   0,   1,   0
    1309.076,   103,Finish(1), after,   3,   0,   0,   1,   1
    1334.076,   106,Finish(1),before,   2,   0,   0,   1,   1
    1334.076,   106,Finish(1), after,   2,   0,   1,   0,   1
    1335.846,   104,  Arrival,before,   1,   0,   1,   0,   1
    1335.846,   104,  Arrival, after,   3,   0,   1,   1,   1
    1344.186,   109,  Arrival,before,   2,   0,   1,   1,   1
    1344.186,   109,  Arrival, after,   3,   1,   1,   1,   1
    1355.694,   107,Finish(2),before,   2,   1,   1,   1,   1
    1355.694,   107,Finish(2), after,   3,   1,   0,   1,   1
    1360.846,   110,Finish(1),before,   2,   1,   0,   1,   1
    1360.846,   110,Finish(1), after,   3,   0,   1,   1,   1
    1362.540,   113,Finish(2),before,   2,   0,   1,   1,   1
    1362.540,   113,Finish(2), after,   3,   0,   0,   1,   1
    1366.019,   111,  Arrival,before,   2,   0,   0,   1,   1
    1366.019,   111,  Arrival, after,   3,   1,   0,   1,   1
    1384.387,   117,Finish(2),before,   2,   1,   0,   1,   1
    1384.387,   117,Finish(2), after,   2,   1,   0,   1,   0
    1385.846,   115,Finish(1),before,   1,   1,   0,   1,   0
    1385.846,   115,Finish(1), after,   3,   0,   0,   1,   1
    1410.846,   121,Finish(1),before,   2,   0,   0,   1,   1
    1410.846,   121,Finish(1), after,   2,   0,   1,   0,   1
    1451.138,   118,  Arrival,before,   1,   0,   1,   0,   1
    1451.138,   118,  Arrival, after,   3,   0,   1,   1,   1
    1453.081,   124,  Arrival,before,   2,   0,   1,   1,   1
    1453.081,   124,  Arrival, after,   3,   1,   1,   1,   1
    1467.371,   126,  Arrival,before,   2,   1,   1,   1,   1
    1467.371,   126,  Arrival, after,   3,   2,   1,   1,   1
    1476.138,   125,Finish(1),before,   2,   2,   1,   1,   1
    1476.138,   125,Finish(1), after,   3,   1,   2,   1,   1
    1484.512,   127,  Arrival,before,   2,   1,   2,   1,   1
    1484.512,   127,  Arrival, after,   3,   2,   2,   1,   1
    1499.844,   130,  Arrival,before,   2,   2,   2,   1,   1
    1499.844,   130,  Arrival, after,   3,   3,   2,   1,   1
    1501.138,   129,Finish(1),before,   2,   3,   2,   1,   1
    1501.138,   129,Finish(1), after,   3,   2,   3,   1,   1
    1526.138,   133,Finish(1),before,   2,   2,   3,   1,   1
    1526.138,   133,Finish(1), after,   3,   1,   4,   1,   1
    1547.576,   131,  Arrival,before,   2,   1,   4,   1,   1
    1547.576,   131,  Arrival, after,   3,   2,   4,   1,   1
    1551.138,   135,Finish(1),before,   2,   2,   4,   1,   1
    1551.138,   135,Finish(1), after,   3,   2,   4,   1,   1
    1571.196,   136,  Arrival,before,   2,   2,   4,   1,   1
    1571.196,   136,  Arrival, after,   3,   3,   4,   1,   1
    1571.196,   135,Finish(1),before,   2,   3,   4,   1,   1
    1571.196,   135,Finish(1), after,   3,   3,   4,   1,   1
    1593.032,   122,Finish(2),before,   2,   3,   4,   1,   1
    1593.032,   122,Finish(2), after,   3,   3,   3,   1,   1
    1593.032,   135,Finish(1),before,   2,   3,   3,   1,   1
    1593.032,   135,Finish(1), after,   3,   2,   4,   1,   1
    1618.032,   143,Finish(1),before,   2,   2,   4,   1,   1
    1618.032,   143,Finish(1), after,   3,   2,   4,   1,   1
    1622.393,   141,Finish(2),before,   2,   2,   4,   1,   1
    1622.393,   141,Finish(2), after,   3,   2,   3,   1,   1
    1622.393,   143,Finish(1),before,   2,   2,   3,   1,   1
    1622.393,   143,Finish(1), after,   3,   1,   4,   1,   1
    1623.259,   138,  Arrival,before,   2,   1,   4,   1,   1
    1623.259,   138,  Arrival, after,   3,   2,   4,   1,   1
    1647.393,   148,Finish(1),before,   2,   2,   4,   1,   1
    1647.393,   148,Finish(1), after,   3,   2,   4,   1,   1
    1659.086,   146,Finish(2),before,   2,   2,   4,   1,   1
    1659.086,   146,Finish(2), after,   3,   2,   3,   1,   1
    1659.086,   148,Finish(1),before,   2,   2,   3,   1,   1
    1659.086,   148,Finish(1), after,   3,   1,   4,   1,   1
    1664.196,   152,Finish(2),before,   2,   1,   4,   1,   1
    1664.196,   152,Finish(2), after,   3,   1,   3,   1,   1
    1665.648,   149,  Arrival,before,   2,   1,   3,   1,   1
    1665.648,   149,  Arrival, after,   3,   2,   3,   1,   1
    1684.086,   154,Finish(1),before,   2,   2,   3,   1,   1
    1684.086,   154,Finish(1), after,   3,   1,   4,   1,   1
    1692.483,   156,Finish(2),before,   2,   1,   4,   1,   1
    1692.483,   156,Finish(2), after,   3,   1,   3,   1,   1
    1709.086,   159,Finish(1),before,   2,   1,   3,   1,   1
    1709.086,   159,Finish(1), after,   3,   0,   4,   1,   1
    1731.664,   157,  Arrival,before,   2,   0,   4,   1,   1
    1731.664,   157,  Arrival, after,   3,   1,   4,   1,   1
    1734.086,   163,Finish(1),before,   2,   1,   4,   1,   1
    1734.086,   163,Finish(1), after,   3,   1,   4,   1,   1
    1748.842,   164,  Arrival,before,   2,   1,   4,   1,   1
    1748.842,   164,  Arrival, after,   3,   2,   4,   1,   1
    1748.842,   163,Finish(1),before,   2,   2,   4,   1,   1
    1748.842,   163,Finish(1), after,   3,   2,   4,   1,   1
    1754.328,   166,  Arrival,before,   2,   2,   4,   1,   1
    1754.328,   166,  Arrival, after,   3,   3,   4,   1,   1
    1754.328,   163,Finish(1),before,   2,   3,   4,   1,   1
    1754.328,   163,Finish(1), after,   3,   3,   4,   1,   1
    1932.316,   168,  Arrival,before,   2,   3,   4,   1,   1
    1932.316,   168,  Arrival, after,   3,   4,   4,   1,   1
    1932.316,   163,Finish(1),before,   2,   4,   4,   1,   1
    1932.316,   163,Finish(1), after,   3,   4,   4,   1,   1
    1939.222,   161,Finish(2),before,   2,   4,   4,   1,   1
    1939.222,   161,Finish(2), after,   3,   4,   3,   1,   1
    1939.222,   163,Finish(1),before,   2,   4,   3,   1,   1
    1939.222,   163,Finish(1), after,   3,   3,   4,   1,   1
    1964.222,   175,Finish(1),before,   2,   3,   4,   1,   1
    1964.222,   175,Finish(1), after,   3,   3,   4,   1,   1
    2123.391,   170,  Arrival,before,   2,   3,   4,   1,   1
    2123.391,   170,  Arrival, after,   3,   4,   4,   1,   1
    2123.391,   175,Finish(1),before,   2,   4,   4,   1,   1
    2123.391,   175,Finish(1), after,   3,   4,   4,   1,   1
    2134.131,   173,Finish(2),before,   2,   4,   4,   1,   1
    2134.131,   173,Finish(2), after,   3,   4,   3,   1,   1
    2134.131,   175,Finish(1),before,   2,   4,   3,   1,   1
    2134.131,   175,Finish(1), after,   3,   3,   4,   1,   1
    2159.131,   182,Finish(1),before,   2,   3,   4,   1,   1
    2159.131,   182,Finish(1), after,   3,   3,   4,   1,   1
    2170.428,   177,  Arrival,before,   2,   3,   4,   1,   1
    2170.428,   177,  Arrival, after,   3,   4,   4,   1,   1
    2170.428,   182,Finish(1),before,   2,   4,   4,   1,   1
    2170.428,   182,Finish(1), after,   3,   4,   4,   1,   1
    2187.833,   180,Finish(2),before,   2,   4,   4,   1,   1
    2187.833,   180,Finish(2), after,   3,   4,   3,   1,   1
    2187.833,   182,Finish(1),before,   2,   4,   3,   1,   1
    2187.833,   182,Finish(1), after,   3,   3,   4,   1,   1
    2212.833,   189,Finish(1),before,   2,   3,   4,   1,   1
    2212.833,   189,Finish(1), after,   3,   3,   4,   1,   1
    2234.526,   187,Finish(2),before,   2,   3,   4,   1,   1
    2234.526,   187,Finish(2), after,   3,   3,   3,   1,   1
    2234.526,   189,Finish(1),before,   2,   3,   3,   1,   1
    2234.526,   189,Finish(1), after,   3,   2,   4,   1,   1
    2259.526,   194,Finish(1),before,   2,   2,   4,   1,   1
    2259.526,   194,Finish(1), after,   3,   2,   4,   1,   1
    2267.871,   184,  Arrival,before,   2,   2,   4,   1,   1
    2267.871,   184,  Arrival, after,   3,   3,   4,   1,   1
    2267.871,   194,Finish(1),before,   2,   3,   4,   1,   1
    2267.871,   194,Finish(1), after,   3,   3,   4,   1,   1
    2270.071,   192,Finish(2),before,   2,   3,   4,   1,   1
    2270.071,   192,Finish(2), after,   3,   3,   3,   1,   1
    2270.071,   194,Finish(1),before,   2,   3,   3,   1,   1
    2270.071,   194,Finish(1), after,   3,   2,   4,   1,   1
    2295.071,   201,Finish(1),before,   2,   2,   4,   1,   1
    2295.071,   201,Finish(1), after,   3,   2,   4,   1,   1
    2298.904,   196,  Arrival,before,   2,   2,   4,   1,   1
    2298.904,   196,  Arrival, after,   3,   3,   4,   1,   1
    2298.904,   201,Finish(1),before,   2,   3,   4,   1,   1
    2298.904,   201,Finish(1), after,   3,   3,   4,   1,   1
    2300.018,   203,  Arrival,before,   2,   3,   4,   1,   1
    2300.018,   203,  Arrival, after,   3,   4,   4,   1,   1
    2300.018,   201,Finish(1),before,   2,   4,   4,   1,   1
    2300.018,   201,Finish(1), after,   3,   4,   4,   1,   1
    2388.810,   199,Finish(2),before,   2,   4,   4,   1,   1
    2388.810,   199,Finish(2), after,   3,   4,   3,   1,   1
    2388.810,   201,Finish(1),before,   2,   4,   3,   1,   1
    2388.810,   201,Finish(1), after,   3,   3,   4,   1,   1
    2413.810,   210,Finish(1),before,   2,   3,   4,   1,   1
    2413.810,   210,Finish(1), after,   3,   3,   4,   1,   1
    2422.681,   208,Finish(2),before,   2,   3,   4,   1,   1
    2422.681,   208,Finish(2), after,   3,   3,   3,   1,   1
    2422.681,   210,Finish(1),before,   2,   3,   3,   1,   1
    2422.681,   210,Finish(1), after,   3,   2,   4,   1,   1
    2447.681,   215,Finish(1),before,   2,   2,   4,   1,   1
    2447.681,   215,Finish(1), after,   3,   2,   4,   1,   1
    2495.180,   213,Finish(2),before,   2,   2,   4,   1,   1
    2495.180,   213,Finish(2), after,   3,   2,   3,   1,   1
    2495.180,   215,Finish(1),before,   2,   2,   3,   1,   1
    2495.180,   215,Finish(1), after,   3,   1,   4,   1,   1
    2499.798,   218,Finish(2),before,   2,   1,   4,   1,   1
    2499.798,   218,Finish(2), after,   3,   1,   3,   1,   1
    2505.768,   222,Finish(2),before,   2,   1,   3,   1,   1
    2505.768,   222,Finish(2), after,   3,   1,   2,   1,   1
    2520.180,   220,Finish(1),before,   2,   1,   2,   1,   1
    2520.180,   220,Finish(1), after,   3,   0,   3,   1,   1
    2545.180,   226,Finish(1),before,   2,   0,   3,   1,   1
    2545.180,   226,Finish(1), after,   2,   0,   4,   0,   1
    2559.173,   224,Finish(2),before,   1,   0,   4,   0,   1
    2559.173,   224,Finish(2), after,   2,   0,   3,   0,   1
    2589.612,   205,  Arrival,before,   1,   0,   3,   0,   1
    2589.612,   205,  Arrival, after,   3,   0,   3,   1,   1
    2607.413,   229,Finish(2),before,   2,   0,   3,   1,   1
    2607.413,   229,Finish(2), after,   3,   0,   2,   1,   1
    2614.612,   231,Finish(1),before,   2,   0,   2,   1,   1
    2614.612,   231,Finish(1), after,   2,   0,   3,   0,   1
    2634.209,   233,Finish(2),before,   1,   0,   3,   0,   1
    2634.209,   233,Finish(2), after,   2,   0,   2,   0,   1
    2637.065,   230,  Arrival,before,   1,   0,   2,   0,   1
    2637.065,   230,  Arrival, after,   3,   0,   2,   1,   1
    2662.065,   238,Finish(1),before,   2,   0,   2,   1,   1
    2662.065,   238,Finish(1), after,   2,   0,   3,   0,   1
    2690.769,   236,Finish(2),before,   1,   0,   3,   0,   1
    2690.769,   236,Finish(2), after,   2,   0,   2,   0,   1
    2730.832,   241,Finish(2),before,   1,   0,   2,   0,   1
    2730.832,   241,Finish(2), after,   2,   0,   1,   0,   1
    2739.786,   243,Finish(2),before,   1,   0,   1,   0,   1
    2739.786,   243,Finish(2), after,   2,   0,   0,   0,   1
    2749.489,   237,  Arrival,before,   1,   0,   0,   0,   1
    2749.489,   237,  Arrival, after,   3,   0,   0,   1,   1
    2767.975,   246,  Arrival,before,   2,   0,   0,   1,   1
    2767.975,   246,  Arrival, after,   3,   1,   0,   1,   1
    2774.489,   247,Finish(1),before,   2,   1,   0,   1,   1
    2774.489,   247,Finish(1), after,   3,   0,   1,   1,   1
    2799.489,   250,Finish(1),before,   2,   0,   1,   1,   1
    2799.489,   250,Finish(1), after,   2,   0,   2,   0,   1
    2841.633,   248,  Arrival,before,   1,   0,   2,   0,   1
    2841.633,   248,  Arrival, after,   3,   0,   2,   1,   1
    2859.621,   245,Finish(2),before,   2,   0,   2,   1,   1
    2859.621,   245,Finish(2), after,   3,   0,   1,   1,   1
    2866.633,   253,Finish(1),before,   2,   0,   1,   1,   1
    2866.633,   253,Finish(1), after,   2,   0,   2,   0,   1
    2887.534,   255,Finish(2),before,   1,   0,   2,   0,   1
    2887.534,   255,Finish(2), after,   2,   0,   1,   0,   1
    2997.429,   252,  Arrival,before,   1,   0,   1,   0,   1
    2997.429,   252,  Arrival, after,   3,   0,   1,   1,   1
    3022.429,   260,Finish(1),before,   2,   0,   1,   1,   1
    3022.429,   260,Finish(1), after,   2,   0,   2,   0,   1
    3041.652,   258,Finish(2),before,   1,   0,   2,   0,   1
    3041.652,   258,Finish(2), after,   2,   0,   1,   0,   1
    3083.218,   259,  Arrival,before,   1,   0,   1,   0,   1
    3083.218,   259,  Arrival, after,   3,   0,   1,   1,   1
    3108.218,   265,Finish(1),before,   2,   0,   1,   1,   1
    3108.218,   265,Finish(1), after,   2,   0,   2,   0,   1
    3139.149,   263,Finish(2),before,   1,   0,   2,   0,   1
    3139.149,   263,Finish(2), after,   2,   0,   1,   0,   1
    3168.296,   264,  Arrival,before,   1,   0,   1,   0,   1
    3168.296,   264,  Arrival, after,   3,   0,   1,   1,   1
    3193.296,   270,Finish(1),before,   2,   0,   1,   1,   1
    3193.296,   270,Finish(1), after,   2,   0,   2,   0,   1
    3200.739,   268,Finish(2),before,   1,   0,   2,   0,   1
    3200.739,   268,Finish(2), after,   2,   0,   1,   0,   1
    3248.041,   269,  Arrival,before,   1,   0,   1,   0,   1
    3248.041,   269,  Arrival, after,   3,   0,   1,   1,   1
    3250.573,   274,  Arrival,before,   2,   0,   1,   1,   1
    3250.573,   274,  Arrival, after,   3,   1,   1,   1,   1
    3273.041,   275,Finish(1),before,   2,   1,   1,   1,   1
    3273.041,   275,Finish(1), after,   3,   0,   2,   1,   1
    3298.041,   278,Finish(1),before,   2,   0,   2,   1,   1
    3298.041,   278,Finish(1), after,   2,   0,   3,   0,   1
    3299.127,   276,  Arrival,before,   1,   0,   3,   0,   1
    3299.127,   276,  Arrival, after,   3,   0,   3,   1,   1
    3324.127,   281,Finish(1),before,   2,   0,   3,   1,   1
    3324.127,   281,Finish(1), after,   2,   0,   4,   0,   1
    3329.896,   280,  Arrival,before,   1,   0,   4,   0,   1
    3329.896,   280,  Arrival, after,   3,   0,   4,   1,   1
    3335.592,   273,Finish(2),before,   2,   0,   4,   1,   1
    3335.592,   273,Finish(2), after,   3,   0,   3,   1,   1
    3354.896,   284,Finish(1),before,   2,   0,   3,   1,   1
    3354.896,   284,Finish(1), after,   2,   0,   4,   0,   1
    3356.411,   283,  Arrival,before,   1,   0,   4,   0,   1
    3356.411,   283,  Arrival, after,   3,   0,   4,   1,   1
    3367.677,   288,  Arrival,before,   2,   0,   4,   1,   1
    3367.677,   288,  Arrival, after,   3,   1,   4,   1,   1
    3379.965,   290,  Arrival,before,   2,   1,   4,   1,   1
    3379.965,   290,  Arrival, after,   3,   2,   4,   1,   1
    3381.411,   289,Finish(1),before,   2,   2,   4,   1,   1
    3381.411,   289,Finish(1), after,   3,   2,   4,   1,   1
    3404.073,   291,  Arrival,before,   2,   2,   4,   1,   1
    3404.073,   291,  Arrival, after,   3,   3,   4,   1,   1
    3404.073,   289,Finish(1),before,   2,   3,   4,   1,   1
    3404.073,   289,Finish(1), after,   3,   3,   4,   1,   1
    3405.441,   293,  Arrival,before,   2,   3,   4,   1,   1
    3405.441,   293,  Arrival, after,   3,   4,   4,   1,   1
    3405.441,   289,Finish(1),before,   2,   4,   4,   1,   1
    3405.441,   289,Finish(1), after,   3,   4,   4,   1,   1
    3431.102,   286,Finish(2),before,   2,   4,   4,   1,   1
    3431.102,   286,Finish(2), after,   3,   4,   3,   1,   1
    3431.102,   289,Finish(1),before,   2,   4,   3,   1,   1
    3431.102,   289,Finish(1), after,   3,   3,   4,   1,   1
    3434.481,   295,  Arrival,before,   2,   3,   4,   1,   1
    3434.481,   295,  Arrival, after,   3,   4,   4,   1,   1
    3447.651,   298,Finish(2),before,   2,   4,   4,   1,   1
    3447.651,   298,Finish(2), after,   3,   4,   3,   1,   1
    3456.102,   300,Finish(1),before,   2,   4,   3,   1,   1
    3456.102,   300,Finish(1), after,   3,   3,   4,   1,   1
    3481.102,   305,Finish(1),before,   2,   3,   4,   1,   1
    3481.102,   305,Finish(1), after,   3,   3,   4,   1,   1
    3607.353,   301,  Arrival,before,   2,   3,   4,   1,   1
    3607.353,   301,  Arrival, after,   3,   4,   4,   1,   1
    3607.353,   305,Finish(1),before,   2,   4,   4,   1,   1
    3607.353,   305,Finish(1), after,   3,   4,   4,   1,   1
    3616.705,   307,  Arrival,before,   2,   4,   4,   1,   1
    3616.705,   307,  Arrival, after,   3,   5,   4,   1,   1
    3616.705,   305,Finish(1),before,   2,   5,   4,   1,   1
    3616.705,   305,Finish(1), after,   3,   5,   4,   1,   1
    3765.331,   303,Finish(2),before,   2,   5,   4,   1,   1
    3765.331,   303,Finish(2), after,   3,   5,   3,   1,   1
    3765.331,   305,Finish(1),before,   2,   5,   3,   1,   1
    3765.331,   305,Finish(1), after,   3,   4,   4,   1,   1
    3778.984,   312,Finish(2),before,   2,   4,   4,   1,   1
    3778.984,   312,Finish(2), after,   3,   4,   3,   1,   1
    3790.331,   314,Finish(1),before,   2,   4,   3,   1,   1
    3790.331,   314,Finish(1), after,   3,   3,   4,   1,   1
    3796.381,   309,  Arrival,before,   2,   3,   4,   1,   1
    3796.381,   309,  Arrival, after,   3,   4,   4,   1,   1
    3811.976,   316,Finish(2),before,   2,   4,   4,   1,   1
    3811.976,   316,Finish(2), after,   3,   4,   3,   1,   1
    3812.616,   319,  Arrival,before,   2,   4,   3,   1,   1
    3812.616,   319,  Arrival, after,   3,   5,   3,   1,   1
    3815.331,   318,Finish(1),before,   2,   5,   3,   1,   1
    3815.331,   318,Finish(1), after,   3,   4,   4,   1,   1
    3840.331,   324,Finish(1),before,   2,   4,   4,   1,   1
    3840.331,   324,Finish(1), after,   3,   4,   4,   1,   1
    3867.333,   322,  Arrival,before,   2,   4,   4,   1,   1
    3867.333,   322,  Arrival, after,   3,   5,   4,   1,   1
    3867.333,   324,Finish(1),before,   2,   5,   4,   1,   1
    3867.333,   324,Finish(1), after,   3,   5,   4,   1,   1
    3897.511,   326,  Arrival,before,   2,   5,   4,   1,   1
    3897.511,   326,  Arrival, after,   3,   6,   4,   1,   1
    3897.511,   324,Finish(1),before,   2,   6,   4,   1,   1
    3897.511,   324,Finish(1), after,   3,   6,   4,   1,   1
    3903.320,   328,  Arrival,before,   2,   6,   4,   1,   1
    3903.320,   328,  Arrival, after,   3,   7,   4,   1,   1
    3903.320,   324,Finish(1),before,   2,   7,   4,   1,   1
    3903.320,   324,Finish(1), after,   3,   7,   4,   1,   1
    3914.187,   330,  Arrival,before,   2,   7,   4,   1,   1
